Creative_Type	Director	Distributor	IMDB_Rating	IMDB_Votes	MPAA_Rating	Major_Genre	Production_Budget	Release_Date	Rotten_Tomatoes_Rating	Running_Time_min	Source	Title	US_DVD_Sales	US_Gross	Worldwide_Gross
NUUUU	NUUUU	20th Century Fox	5.7	4626	NUUUU	Comedy	1000000	1-Jan-70	68	NUUUU	Original Screenplay	Beyond the Valley of the Dolls	NUUUU	9000000	9000000
NUUUU	NUUUU	NUUUU	6.4	399	R	Drama	600000	2-Jul-99	NUUUU	NUUUU	Original Screenplay	Broken Vessels	NUUUU	15030	85343
NUUUU	Franklin J. Schaffner	20th Century Fox	7.0	8741	NUUUU	Thriller/Suspense	12000000	1978-01-01	65	NUUUU	Based on Book/Short Story	The Boys from Brazil	NUUUU	19000000	19000000
Contemporary Fiction	NUUUU	Outrider Pictures	7.0	355	Not Rated	Drama	200000	10-May-02	NUUUU	NUUUU	Original Screenplay	The Business of Fancy Dancing	NUUUU	174682	174682
Contemporary Fiction	Harold Ramis	Warner Bros.	7.3	35436	NUUUU	Comedy	6000000	25-Jul-80	75	NUUUU	Original Screenplay	Caddyshack	NUUUU	39846344	39846344
Contemporary Fiction	Martin Scorsese	Universal	7.3	47196	R	Thriller/Suspense	35000000	15-Nov-91	76	NUUUU	Remake	Cape Fear	NUUUU	79091969	182291969
Contemporary Fiction	Phillip Noyce	Paramount Pictures	6.8	29612	PG-13	Action	62000000	3-Aug-94	78	NUUUU	Based on Book/Short Story	Clear and Present Danger	NUUUU	122012656	207500000
Contemporary Fiction	Brian De Palma	MGM	7.4	38767	NUUUU	Horror	1800000	16-Nov-76	90	NUUUU	Based on Book/Short Story	Carrie	NUUUU	25878153	25878153
Contemporary Fiction	John Huston	Sony Pictures	8.0	172936	NUUUU	Comedy	12000000	28-Apr-67	30	NUUUU	Based on Book/Short Story	Casino Royale	NUUUU	22744718	41744718
Contemporary Fiction	NUUUU	Alliance	6.0	378	Not Rated	Comedy	4600000	16-Jul-04	NUUUU	NUUUU	Original Screenplay	Camping Sauvage	NUUUU	3479302	3479302
Historical Fiction	Francis Ford Coppola	Orion Pictures	6.3	6940	NUUUU	Drama	48000000	14-Dec-84	74	NUUUU	Original Screenplay	The Cotton Club	NUUUU	25928721	25928721
NUUUU	NUUUU	NUUUU	7.1	153	NUUUU	NUUUU	600000	23-Aug-02	60	NUUUU	NUUUU	Crop Circles: Quest for Truth	NUUUU	0	0
Science Fiction	Steven Spielberg	Sony Pictures	7.8	59049	NUUUU	Adventure	20000000	16-Nov-77	95	NUUUU	Original Screenplay	Close Encounters of the Third Kind	NUUUU	166000000	337700000
Contemporary Fiction	Ben Stiller	Sony Pictures	5.8	51109	PG-13	Comedy	47000000	14-Jun-96	52	95	Original Screenplay	The Cable Guy	NUUUU	60240295	102825796
Contemporary Fiction	NUUUU	Eros Entertainment	4.6	527	Not Rated	Thriller/Suspense	1000000	16-Sep-05	NUUUU	NUUUU	Original Screenplay	Chocolate: Deep Dark Secrets	NUUUU	49000	1549000
Fantasy	NUUUU	United Artists	6.3	16165	NUUUU	Horror	9000000	9-Nov-88	70	NUUUU	Original Screenplay	Child's Play	NUUUU	33244684	44196684
Fantasy	NUUUU	Universal	5.1	8666	NUUUU	Horror	13000000	9-Nov-90	38	NUUUU	Original Screenplay	Child's Play 2	NUUUU	26904572	34166572
Contemporary Fiction	Andrew Davis	20th Century Fox	5.2	15817	PG-13	Action	55000000	2-Aug-96	13	106	Original Screenplay	Chain Reaction	NUUUU	21226204	60209334
Contemporary Fiction	NUUUU	Excel Entertainment	5.8	60	PG	Drama	950000	27-Sep-02	NUUUU	NUUUU	Based on Book/Short Story	Charly	NUUUU	814666	814666
Dramatization	Hugh Hudson	Sony Pictures	7.3	16138	NUUUU	Drama	5500000	25-Sep-81	86	NUUUU	Based on Real Life Events	Chariots of Fire	NUUUU	57159946	57159946
Historical Fiction	NUUUU	MGM	8.0	51757	PG	Comedy	3250000	18-Nov-83	88	NUUUU	Based on Book/Short Story	A Christmas Story	NUUUU	19294144	19294144
Contemporary Fiction	Richard Brooks	MGM	8.0	14540	NUUUU	Drama	3000000	20-Sep-58	100	NUUUU	Based on Play	Cat on a Hot Tin Roof	NUUUU	17570324	17570324
Fantasy	NUUUU	New World	5.0	2806	NUUUU	Horror	1250000	31-Aug-84	NUUUU	NUUUU	Original Screenplay	C.H.U.D.	NUUUU	4700000	4700000
Dramatization	Michael Curtiz	Warner Bros.	NUUUU	NUUUU	NUUUU	Action	1200000	20-Oct-36	NUUUU	NUUUU	Based on Real Life Events	Charge of the Light Brigade, The	NUUUU	0	0
Historical Fiction	Spike Lee	Universal	6.5	3137	PG-13	Comedy	14000000	13-May-94	75	NUUUU	Original Screenplay	Crooklyn	NUUUU	13024170	13024170
Contemporary Fiction	Thomas Vinterberg	October Films	8.1	26607	R	Comedy	1300000	9-Oct-98	NUUUU	NUUUU	Original Screenplay	Festen	NUUUU	1647780	1647780
Dramatization	NUUUU	20th Century Fox	6.8	7870	NUUUU	Drama	36000000	12-Jun-63	40	NUUUU	Based on Real Life Events	Cleopatra	NUUUU	48000000	62000000
Contemporary Fiction	Renny Harlin	Sony Pictures	6.2	34447	NUUUU	Action	65000000	28-May-93	82	NUUUU	Original Screenplay	Cliffhanger	NUUUU	84049211	255000000
Contemporary Fiction	NUUUU	Fabrication Films	5.1	226	PG	Drama	500000	21-Oct-05	NUUUU	NUUUU	Original Screenplay	The Californians	NUUUU	4134	4134
Contemporary Fiction	Joel Schumacher	Warner Bros.	6.5	19299	PG-13	Drama	45000000	20-Jul-94	80	NUUUU	Based on Book/Short Story	The Client	NUUUU	92115211	117615211
Contemporary Fiction	Michael C. Brown	Testimony Pictures	3.4	1113	PG	Drama	160000	1-Mar-02	NUUUU	NUUUU	Original Screenplay	The Calling	NUUUU	32092	32092
Contemporary Fiction	Amy Heckerling	Paramount Pictures	6.7	39055	PG-13	Comedy	13700000	1-Jul-95	83	NUUUU	Based on Book/Short Story	Clueless	NUUUU	56598476	56598476
Historical Fiction	Steven Spielberg	Warner Bros.	7.7	26962	NUUUU	Drama	15000000	18-Dec-85	88	NUUUU	Based on Book/Short Story	The Color Purple	NUUUU	93589701	93589701
Contemporary Fiction	Kevin Smith	Miramax	7.9	89991	R	Comedy	27000	19-Oct-94	88	NUUUU	Original Screenplay	Clerks	NUUUU	3073428	3073428
Contemporary Fiction	Walter Salles	Sony Pictures Classics	8.0	17343	R	Drama	2900000	20-Nov-98	NUUUU	NUUUU	Original Screenplay	Central do Brasil	NUUUU	5969553	17006158
Fantasy	NUUUU	MGM	5.9	45773	NUUUU	Adventure	15000000	12-Jun-81	65	108	Traditional/Legend/Fairytale	Clash of the Titans	NUUUU	30000000	30000000
NUUUU	NUUUU	Artistic License	5.9	3171	PG-13	NUUUU	2000000	15-May-98	NUUUU	NUUUU	NUUUU	Clockwatchers	NUUUU	444354	444354
Contemporary Fiction	NUUUU	20th Century Fox	4.5	49	NUUUU	Action	10000000	4-Oct-85	71	NUUUU	Original Screenplay	Commando	NUUUU	35073978	35073978
Contemporary Fiction	Martin Scorsese	Walt Disney Pictures	6.9	25824	NUUUU	Drama	10000000	17-Oct-86	91	NUUUU	NUUUU	The Color of Money	NUUUU	52293000	52293000
Fantasy	NUUUU	Walt Disney Pictures	5.1	373	NUUUU	Drama	2900000	15-Feb-50	92	NUUUU	Traditional/Legend/Fairytale	Cinderella	NUUUU	85000000	85000000
Contemporary Fiction	Frank Marshall	Paramount Pictures	4.6	17954	PG-13	Adventure	50000000	9-Jun-95	21	NUUUU	Based on Book/Short Story	Congo	NUUUU	81022333	152022333
Fantasy	John Milius	Universal	6.8	38886	NUUUU	Action	20000000	14-May-82	76	NUUUU	Based on Book/Short Story	Conan the Barbarian	NUUUU	38264085	38264085
Fantasy	Richard Fleischer	Universal	5.4	20368	NUUUU	Action	18000000	29-Jun-84	29	NUUUU	Based on Book/Short Story	Conan the Destroyer	NUUUU	26400000	26400000
Contemporary Fiction	NUUUU	United Film Distribution Co.	6.3	2945	NUUUU	Drama	3250000	20-Aug-82	NUUUU	NUUUU	Original Screenplay	Class of 1984	NUUUU	6965361	6965361
Historical Fiction	NUUUU	Warner Bros.	4.9	2763	NUUUU	Adventure	15000000	17-Jan-86	13	NUUUU	Based on Book/Short Story	The Clan of the Cave Bear	NUUUU	1953732	1953732
Factual	NUUUU	First Run/Icarus	NUUUU	NUUUU	Not Rated	Documentary	200000	21-Jul-06	NUUUU	NUUUU	Based on Real Life Events	The Case of the Grinning Cat	NUUUU	7033	7033
Contemporary Fiction	NUUUU	Miramax	8.0	6657	PG	Comedy	180000	22-Jan-99	NUUUU	NUUUU	Original Screenplay	Bacheha-Ye aseman	NUUUU	925402	925402
NUUUU	Hal Ashby	NUUUU	7.3	4410	NUUUU	NUUUU	3000000	1978-01-01	81	NUUUU	NUUUU	Coming Home	NUUUU	32653000	32653000
NUUUU	NUUUU	National Geographic Entertainment	7.6	1725	R	NUUUU	12000000	17-Nov-09	NUUUU	NUUUU	NUUUU	Nanjing! Nanjing!	NUUUU	0	20000000
Contemporary Fiction	Jon Turteltaub	Walt Disney Pictures	6.5	24533	NUUUU	Comedy	14000000	1-Oct-93	73	NUUUU	Based on Real Life Events	Cool Runnings	NUUUU	68856263	155056263
NUUUU	Jack Lee Thompson	NUUUU	5.8	6188	NUUUU	NUUUU	1700000	1972-01-01	44	NUUUU	NUUUU	Conquest of the Planet of the Apes	NUUUU	9700000	9700000
NUUUU	NUUUU	NUUUU	7.4	2724	Not Rated	NUUUU	10000	6-Jul-01	NUUUU	NUUUU	NUUUU	Cure	NUUUU	94596	94596
Contemporary Fiction	NUUUU	Paramount Pictures	6.5	27277	NUUUU	Comedy	5000000	26-Sep-86	88	NUUUU	Original Screenplay	Crocodile Dundee	NUUUU	174803506	328000000
Contemporary Fiction	NUUUU	WinStar Cinema	7.3	1851	Not Rated	Drama	10000	9-Mar-01	NUUUU	NUUUU	Original Screenplay	Dayereh	NUUUU	673780	673780
Historical Fiction	NUUUU	Sony Pictures Classics	7.8	5531	R	Drama	4500000	27-Mar-98	NUUUU	NUUUU	Based on Book/Short Story	Karakter	NUUUU	713413	713413
Fantasy	George A. Romero	Warner Bros.	6.5	12530	NUUUU	Horror	8000000	10-Nov-82	67	NUUUU	Based on Book/Short Story	Creepshow	NUUUU	20036244	20036244
Fantasy	NUUUU	New World	5.4	5910	NUUUU	Horror	3500000	1-May-87	26	NUUUU	Based on Book/Short Story	Creepshow 2	NUUUU	14000000	14000000
Contemporary Fiction	Neil Jordan	Miramax	7.3	21195	R	Drama	4000000	25-Nov-92	100	NUUUU	Original Screenplay	The Crying Game	NUUUU	62546695	62546695
Contemporary Fiction	Tony Scott	Walt Disney Pictures	7.2	33354	R	Action	55000000	12-May-95	86	NUUUU	Original Screenplay	Crimson Tide	NUUUU	91387195	159387195
Historical Fiction	NUUUU	Universal	5.8	173	NUUUU	Adventure	14000000	1978-01-01	NUUUU	NUUUU	Based on Book/Short Story	Caravans	NUUUU	1000000	1000000
NUUUU	NUUUU	NUUUU	NUUUU	NUUUU	NUUUU	NUUUU	820000	31-Dec-09	NUUUU	NUUUU	NUUUU	Crying With Laughter	NUUUU	0	0
Contemporary Fiction	NUUUU	NUUUU	7.6	1209	NUUUU	Black Comedy	500000	30-Jun-06	NUUUU	NUUUU	Original Screenplay	Fengkuang de Shitou	NUUUU	0	3000000
Historical Fiction	Michael Curtiz	Warner Bros.	8.8	167939	NUUUU	Drama	950000	1942-01-01	97	NUUUU	Based on Play	Casablanca	NUUUU	10462500	10462500
Historical Fiction	Martin Scorsese	Universal	8.1	108634	R	Drama	52000000	22-Nov-95	81	NUUUU	Based on Book/Short Story	Casino	NUUUU	42438300	110400000
Fantasy	Brad Silberling	Universal	5.7	26121	PG	Comedy	55000000	26-May-95	41	NUUUU	Based on TV	Casper	NUUUU	100328194	282300000
Contemporary Fiction	NUUUU	NUUUU	3.5	2146	NUUUU	Musical	20000000	1980-01-01	NUUUU	NUUUU	Original Screenplay	Can't Stop the Music	NUUUU	2000000	2000000
Historical Fiction	Mike Nichols	Paramount Pictures	7.1	9671	NUUUU	Comedy	18000000	24-Jun-70	87	NUUUU	Based on Book/Short Story	Catch-22	NUUUU	24911670	24911670
Contemporary Fiction	Harold Becker	Sony Pictures	6.1	9908	R	Drama	40000000	16-Feb-96	55	111	Original Screenplay	City Hall	NUUUU	20278055	20278055
Historical Fiction	Renny Harlin	MGM	5.3	10346	PG-13	Adventure	92000000	22-Dec-95	45	NUUUU	Original Screenplay	Cutthroat Island	NUUUU	10017322	10017322
Historical Fiction	NUUUU	MGM	6.8	822	NUUUU	Drama	10000000	14-Aug-98	NUUUU	NUUUU	Based on Book/Short Story	La femme de chambre du Titanic	NUUUU	244465	244465
Fantasy	NUUUU	RKO Radio Pictures	5.9	6791	NUUUU	Drama	134000	16-Nov-42	91	NUUUU	Original Screenplay	Cat People	NUUUU	4000000	8000000
Historical Fiction	Edward Zwick	20th Century Fox	6.6	19682	R	Drama	46000000	12-Jul-96	85	115	Original Screenplay	Courage Under Fire	NUUUU	59003384	100833145
Historical Fiction	Sergio Leone	Paramount Pictures	8.8	74184	PG-13	Western	5000000	28-May-69	NUUUU	NUUUU	Original Screenplay	C'era una volta il West	NUUUU	5321508	5321508
Contemporary Fiction	Francis Ford Coppola	Paramount Pictures	8.1	33005	NUUUU	Thriller/Suspense	1600000	7-Apr-74	98	NUUUU	Original Screenplay	The Conversation	NUUUU	4420000	4420000
Contemporary Fiction	NUUUU	Truly Indie	6.0	487	Not Rated	Thriller/Suspense	7000	26-May-06	NUUUU	NUUUU	Original Screenplay	Cavite	NUUUU	70071	71644
Contemporary Fiction	Jon Amiel	Warner Bros.	6.5	17182	R	Thriller/Suspense	20000000	27-Oct-95	75	NUUUU	Original Screenplay	Copycat	NUUUU	32051917	32051917
Science Fiction	NUUUU	Triumph Releasing	5.3	3396	NUUUU	Action	7000000	28-Sep-90	NUUUU	NUUUU	Original Screenplay	Dark Angel	NUUUU	4372561	4372561
Historical Fiction	Wolfgang Petersen	Sony/Columbia	4.3	2184	R	Drama	12000000	10-Feb-82	NUUUU	NUUUU	Based on Book/Short Story	Boot, Das	NUUUU	11487676	84970337
Contemporary Fiction	Robert Rodriguez	Sony Pictures	7.0	51515	R	Action	7000000	25-Aug-95	61	NUUUU	Original Screenplay	Desperado	NUUUU	25532388	25532388
Contemporary Fiction	Bobby Farrelly	New Line	7.2	88093	PG-13	Comedy	16000000	16-Dec-94	NUUUU	NUUUU	Original Screenplay	Dumb & Dumber	NUUUU	127175374	246400000
NUUUU	Guy Hamilton	MGM	6.7	25354	NUUUU	Action	7200000	17-Dec-71	67	NUUUU	Based on Book/Short Story	Diamonds Are Forever	NUUUU	43800000	116000000
Fantasy	George A. Romero	Orion Pictures	5.7	5488	NUUUU	Horror	15000000	23-Apr-93	NUUUU	NUUUU	Based on Book/Short Story	The Dark Half	NUUUU	9579068	9579068
NUUUU	NUUUU	Freestyle Releasing	6.3	2804	R	Horror	400000	13-Oct-05	NUUUU	NUUUU	NUUUU	The Dark Hours	NUUUU	423	423
Contemporary Fiction	Roger Donaldson	Universal	5.6	23472	PG-13	Drama	115000000	7-Feb-97	28	108	Original Screenplay	Dante's Peak	NUUUU	67163857	178200000
Contemporary Fiction	Rob Cohen	Universal	5.4	20052	PG-13	Action	80000000	6-Dec-96	22	115	Original Screenplay	Daylight	NUUUU	32908290	158908290
Super Hero	Warren Beatty	Walt Disney Pictures	5.9	25364	NUUUU	Action	47000000	15-Jun-90	65	NUUUU	Based on Comic/Graphic Novel	Dick Tracy	NUUUU	103738726	162738726
NUUUU	NUUUU	NUUUU	4.4	2486	R	NUUUU	5000000	27-Feb-04	NUUUU	NUUUU	NUUUU	Decoys	NUUUU	84733	84733
NUUUU	NUUUU	United Film Distribution Co.	7.4	73875	NUUUU	Horror	1500000	20-Apr-79	NUUUU	NUUUU	NUUUU	Dawn of the Dead	NUUUU	5100000	55000000
Fantasy	Barry Sonnenfeld	Paramount Pictures	6.6	28907	NUUUU	Comedy	30000000	22-Nov-91	59	NUUUU	Based on TV	The Addams Family	NUUUU	113502246	191502246
Fantasy	Robert Zemeckis	Universal	6.0	27681	NUUUU	Comedy	55000000	31-Jul-92	53	NUUUU	Original Screenplay	Death Becomes Her	NUUUU	58422650	149022650
Science Fiction	NUUUU	New World	3.8	639	NUUUU	Action	1300000	15-Mar-85	NUUUU	NUUUU	Original Screenplay	Def-Con 4	NUUUU	210904	210904
Contemporary Fiction	Peter Weir	Walt Disney Pictures	7.8	89662	NUUUU	Drama	16400000	2-Jun-89	86	NUUUU	Original Screenplay	Dead Poets' Society	NUUUU	95860116	239500000
NUUUU	NUUUU	NUUUU	5.5	51517	NUUUU	NUUUU	1200000	4-Mar-03	94	NUUUU	NUUUU	The Day the Earth Stood Still	NUUUU	3700000	3700000
NUUUU	NUUUU	NUUUU	5.2	3075	NUUUU	NUUUU	25000	30-Jun-72	NUUUU	NUUUU	NUUUU	Deep Throat	NUUUU	45000000	45000000
Fantasy	David Cronenberg	Paramount Pictures	7.3	19485	NUUUU	Horror	10000000	21-Oct-83	NUUUU	NUUUU	Based on Book/Short Story	The Dead Zone	NUUUU	20766000	20766000
Contemporary Fiction	Renny Harlin	20th Century Fox	7.0	79636	NUUUU	Action	70000000	3-Jul-90	NUUUU	NUUUU	Based on Book/Short Story	Die Hard 2	NUUUU	117323878	239814025
Contemporary Fiction	John McTiernan	20th Century Fox	7.4	87437	R	Action	90000000	19-May-95	NUUUU	NUUUU	Based on Book/Short Story	Die Hard: With a Vengeance	NUUUU	100012499	364480746
Fantasy	Rob Cohen	Universal	6.2	26309	PG-13	Adventure	57000000	31-May-96	50	108	Original Screenplay	Dragonheart	NUUUU	51364680	104364680
Contemporary Fiction	John McTiernan	20th Century Fox	7.3	237	NUUUU	Action	28000000	15-Jul-88	94	NUUUU	Based on Book/Short Story	Die Hard	NUUUU	81350242	139109346
Historical Fiction	Barry Levinson	MGM	7.1	7803	NUUUU	Comedy	5000000	2-Apr-82	96	NUUUU	Original Screenplay	Diner	NUUUU	12592907	12592907
NUUUU	NUUUU	Eros Entertainment	5.0	159	Not Rated	Drama	1600000	23-Sep-05	NUUUU	NUUUU	Original Screenplay	Dil Jo Bhi Kahey...	NUUUU	129319	129319
Contemporary Fiction	NUUUU	New Line	6.6	20386	PG-13	Drama	25000000	7-Apr-95	73	NUUUU	Original Screenplay	Don Juan DeMarco	NUUUU	22032635	22032635
Fantasy	NUUUU	Universal	6.4	6430	R	Horror	12000000	13-Jan-95	NUUUU	NUUUU	Original Screenplay	Tales from the Crypt: Demon Knight	NUUUU	21089146	21089146
NUUUU	NUUUU	NUUUU	4.7	1655	NUUUU	NUUUU	17000000	21-Oct-77	NUUUU	NUUUU	NUUUU	Damnation Alley	NUUUU	NUUUU	NUUUU
Dramatization	Tim Robbins	Gramercy	7.6	32159	R	Drama	11000000	29-Dec-95	94	NUUUU	Based on Real Life Events	Dead Man Walking	NUUUU	39387284	83088295
Historical Fiction	Kevin Costner	Orion Pictures	8.0	71399	NUUUU	Western	19000000	9-Nov-90	76	NUUUU	Based on Book/Short Story	Dances with Wolves	NUUUU	184208842	424200000
Historical Fiction	Stephen Frears	Warner Bros.	7.7	25761	NUUUU	Drama	14000000	21-Dec-88	93	NUUUU	Based on Book/Short Story	Dangerous Liaisons	NUUUU	34700000	34700000
NUUUU	John Ford	NUUUU	6.6	2907	NUUUU	NUUUU	2686000	1963-01-01	60	NUUUU	NUUUU	Donovan's Reef	NUUUU	6600000	6600000
NUUUU	NUUUU	NUUUU	5.9	2059	NUUUU	NUUUU	9000000	25-Oct-91	NUUUU	NUUUU	NUUUU	Due occhi diabolici	NUUUU	349618	349618
Contemporary Fiction	Sheldon Lettich	Sony Pictures	4.7	10426	NUUUU	Action	16000000	9-Aug-91	8	NUUUU	Original Screenplay	Double Impact	NUUUU	29090445	29090445
Dramatization	Oliver Stone	Sony Pictures	7.0	29750	NUUUU	Drama	40000000	1-Mar-91	57	NUUUU	Based on Real Life Events	The Doors	NUUUU	34167219	34167219
NUUUU	George A. Romero	United Film Distribution Co.	4.5	8395	NUUUU	Horror	3500000	3-Jul-85	78	NUUUU	NUUUU	Day of the Dead	NUUUU	5804262	34004262
Contemporary Fiction	Tony Scott	Paramount Pictures	5.4	25395	NUUUU	Action	60000000	27-Jun-90	40	NUUUU	Original Screenplay	Days of Thunder	NUUUU	82670733	157670733
NUUUU	NUUUU	NUUUU	7.0	1013	Not Rated	NUUUU	1100000	14-May-03	NUUUU	NUUUU	NUUUU	Dracula: Pages from a Virgin's Diary	NUUUU	39659	84788
Factual	NUUUU	NUUUU	5.8	134	NUUUU	Documentary	170000	June, 1979	NUUUU	NUUUU	Based on Real Life Events	Dolphin	NUUUU	14000	14000
Science Fiction	NUUUU	NUUUU	6.1	10015	R	NUUUU	300000	1-Apr-75	84	NUUUU	Based on Book/Short Story	Death Race 2000	NUUUU	NUUUU	NUUUU
NUUUU	Tom Tykwer	NUUUU	NUUUU	NUUUU	NUUUU	NUUUU	7200000	NUUUU	NUUUU	NUUUU	NUUUU	Drei	NUUUU	0	0
NUUUU	NUUUU	Attitude Films	7.6	1844	Not Rated	Drama	2650000	16-Jan-98	NUUUU	NUUUU	Original Screenplay	The Dress	NUUUU	16556	16556
NUUUU	Michael Cimino	Universal	8.2	88095	NUUUU	Drama	15000000	1979-01-01	NUUUU	NUUUU	Original Screenplay	The Deer Hunter	NUUUU	50000000	50000000
Fantasy	NUUUU	Paramount Pictures	6.8	4945	NUUUU	Action	18000000	26-Jun-81	82	NUUUU	Original Screenplay	Dragonslayer	NUUUU	6000000	6000000
Historical Fiction	Bruce Beresford	Warner Bros.	7.5	22566	NUUUU	Drama	7500000	13-Dec-89	78	NUUUU	Based on Play	Driving Miss Daisy	NUUUU	106593296	106593296
NUUUU	Brian De Palma	NUUUU	7.1	9556	NUUUU	NUUUU	6500000	1-Jan-80	84	NUUUU	NUUUU	Dressed to Kill	NUUUU	31899000	31899000
Contemporary Fiction	Spike Lee	Universal	7.9	26877	NUUUU	Comedy	6000000	30-Jun-89	98	NUUUU	Original Screenplay	Do the Right Thing	NUUUU	26004026	26004026
Science Fiction	David Lynch	Universal	6.5	38489	NUUUU	Action	45000000	14-Dec-84	62	NUUUU	Based on Book/Short Story	Dune	NUUUU	27447471	27447471
Factual	NUUUU	3D Entertainment	NUUUU	NUUUU	Not Rated	Documentary	6000000	15-Feb-08	NUUUU	NUUUU	Based on Real Life Events	Dolphins and Whales Tribes of the Ocean 3D	NUUUU	7714996	17252287
NUUUU	NUUUU	Indican Pictures	5.8	75	R	NUUUU	1200000	21-Mar-03	NUUUU	NUUUU	NUUUU	Down & Out with the Dolls	NUUUU	58936	58936
Contemporary Fiction	NUUUU	Sony Pictures Classics	6.6	1188	R	Drama	1000000	20-Jun-97	58	NUUUU	Original Screenplay	Dream With The Fishes	NUUUU	542909	542909
Historical Fiction	David Lean	MGM	8.0	27671	PG-13	Drama	11000000	22-Dec-65	84	NUUUU	Based on Book/Short Story	Doctor Zhivago	NUUUU	111721000	111721000
NUUUU	Sam Raimi	New Line	7.6	45030	NC-17	Horror	375000	15-Apr-83	NUUUU	NUUUU	NUUUU	The Evil Dead	NUUUU	2400000	29400000
Fantasy	Sam Raimi	Rosebud Releasing	7.9	44214	NUUUU	Horror	3500000	13-Mar-87	NUUUU	NUUUU	NUUUU	Evil Dead II	NUUUU	5923044	5923044
Fantasy	Sam Raimi	Universal	7.6	55671	R	Horror	11000000	19-Feb-93	NUUUU	NUUUU	NUUUU	Army of Darkness	NUUUU	11502976	21502976
NUUUU	NUUUU	NUUUU	5.6	829	NUUUU	NUUUU	1800000	1993-01-01	50	NUUUU	NUUUU	Ed and his Dead Mother	NUUUU	673	673
Fantasy	Tim Burton	20th Century Fox	8.0	102485	NUUUU	Comedy	20000000	7-Dec-90	91	NUUUU	Original Screenplay	Edward Scissorhands	NUUUU	53976987	53976987
Dramatization	Tim Burton	Walt Disney Pictures	8.1	74171	R	Comedy	18000000	30-Sep-94	91	NUUUU	Based on Book/Short Story	Ed Wood	NUUUU	5828466	5828466
NUUUU	Michael Curtiz	NUUUU	6.2	1097	NUUUU	NUUUU	5000000	1954-01-01	NUUUU	NUUUU	NUUUU	The Egyptian	NUUUU	15000000	15000000
Contemporary Fiction	Woody Allen	Miramax	6.8	16481	R	Musical	20000000	6-Dec-96	80	NUUUU	Original Screenplay	Everyone Says I Love You	NUUUU	9725847	34600000
NUUUU	David Lynch	NUUUU	8.4	58194	NUUUU	NUUUU	5000000	3-Oct-80	91	NUUUU	NUUUU	The Elephant Man	NUUUU	26010864	26010864
Historical Fiction	NUUUU	Miramax	6.8	13798	PG	Romantic Comedy	5900000	2-Aug-96	NUUUU	111	Based on Book/Short Story	Emma	NUUUU	22231658	37831658
Science Fiction	NUUUU	20th Century Fox	NUUUU	NUUUU	PG	Adventure	23000000	21-May-80	NUUUU	NUUUU	Original Screenplay	Star Wars Ep. V: The Empire Strikes Back	10027926	290271960	534171960
Science Fiction	John Carpenter	Avco Embassy	7.1	34497	NUUUU	Action	6000000	10-Jul-81	82	NUUUU	Original Screenplay	Escape from New York	NUUUU	25244700	25244700
Science Fiction	John Carpenter	Paramount Pictures	5.3	23262	R	Action	50000000	9-Aug-96	56	101	Original Screenplay	Escape from L.A.	NUUUU	25426861	25426861
Science Fiction	NUUUU	NUUUU	6.1	7686	NUUUU	NUUUU	2500000	1971-01-01	78	NUUUU	NUUUU	Escape from the Planet of the Apes	NUUUU	12300000	12300000
Contemporary Fiction	Chuck Russell	Warner Bros.	5.9	37287	R	Action	100000000	21-Jun-96	34	115	Original Screenplay	Eraser	NUUUU	101295562	234400000
NUUUU	David Lynch	NUUUU	7.4	26595	NUUUU	NUUUU	100000	1977-01-01	90	NUUUU	NUUUU	Eraserhead	NUUUU	7000000	7000000
NUUUU	Woody Allen	MGM	NUUUU	NUUUU	NUUUU	Comedy	2000000	11-Aug-72	NUUUU	NUUUU	Based on Book/Short Story	Everything You Always Wanted to Know	NUUUU	18016290	18016290
Science Fiction	Steven Spielberg	Universal	7.9	105028	PG	Drama	10500000	11-Jun-82	NUUUU	NUUUU	Original Screenplay	ET: The Extra-Terrestrial	NUUUU	435110554	792910554
NUUUU	NUUUU	NUUUU	4.7	537	NUUUU	NUUUU	13000000	14-May-93	NUUUU	NUUUU	NUUUU	Excessive Force	NUUUU	1152117	1152117
NUUUU	John Boorman	NUUUU	3.5	7849	NUUUU	Horror	14000000	17-Jun-77	NUUUU	NUUUU	NUUUU	Exorcist II: The Heretic	NUUUU	25011000	25011000
Contemporary Fiction	Atom Egoyan	Miramax	7.1	8402	R	Drama	1500000	23-Sep-94	96	NUUUU	Original Screenplay	Exotica	NUUUU	5046118	5046118
NUUUU	Guy Hamilton	Sony/Columbia	6.0	5917	NUUUU	Action	5000000	22-Dec-78	64	NUUUU	NUUUU	Force 10 from Navarone	NUUUU	7100000	7100000
NUUUU	John Huston	NUUUU	6.6	1655	NUUUU	NUUUU	5000000	1957-01-01	NUUUU	NUUUU	NUUUU	A Farewell To Arms	NUUUU	11000000	11000000
Contemporary Fiction	Adrian Lyne	Paramount Pictures	6.8	22328	NUUUU	Thriller/Suspense	14000000	18-Sep-87	81	NUUUU	Original Screenplay	Fatal Attraction	NUUUU	156645693	320100000
NUUUU	Alfred Hitchcock	Universal	6.8	7290	NUUUU	NUUUU	3000000	9-Apr-76	95	NUUUU	NUUUU	Family Plot	NUUUU	13200000	13200000
